recipe_id,ingredient_id,quantity,unit,optional
7950,128,150,g,False
7950,258,2,tsp,False
7950,303,50,g,False
7950,317,100,ml,False
7950,319,1,tbsp,False
7950,832,200,g,False
8010,80,100,ml,False
8010,95,3,tbsp,False
8010,128,200,g,False
8010,303,150,g,False
8010,682,300,g,False
3559,5,100,ml,False
3559,6,1,pinch,False
3559,37,4,clove,False
3559,66,1,pinch,False
3559,96,4,leaf,False
3559,138,2,sprig,False
3559,168,1,piece,False
3559,388,4,leaf,False
3559,1153,1.5,kg,False
3495,5,2,tbsp,False
3495,6,1,pinch,False
3495,7,1,pinch,False
3495,10,200,g,False
3495,11,1,piece,False
3495,29,2,piece,False
3495,37,2,clove,False
3495,87,1,pinch,False
3495,96,1,tbsp,False
3495,151,1,piece,False
3495,182,1,piece,False
3495,306,100,g,False
3495,498,1,cup,False
3778,12,50,g,True
3778,248,100,g,False
3778,306,4,slice,True
3778,516,50,g,True
3778,562,100,g,False
3778,563,100,g,False
3778,692,50,g,True
3778,2106,100,g,True
3995,573,100,g,False
3995,901,30,ml,False
4144,5,150,ml,False
4144,6,1,tsp,False
4144,37,5,clove,False
4144,305,2,tbsp,False
3560,5,3,tbsp,False
3560,6,1,tbsp,False
3560,7,1,tsp,False
3560,11,1,piece,False
3560,37,4,clove,False
3560,105,1.5,kg,False
3560,138,2,tbsp,False
3560,144,1,tsp,False
3560,151,1,piece,False
3560,231,250,ml,False
3356,5,1,tbsp,False
3356,6,1,pinch,False
3356,7,1,pinch,False
3356,11,1,piece,False
3356,25,50,g,False
3356,26,300,g,False
3356,29,3,piece,False
3356,122,100,g,False
3356,182,1,piece,False
3356,242,1,pinch,False
3356,388,4,leaf,False
3356,1037,100,g,False
3356,1116,50,g,True
3356,2012,50,g,False
4217,6,1,pinch,False
4217,7,1,pinch,False
4217,11,1,piece,False
4217,25,100,g,False
4217,26,250,g,False
4217,29,2,piece,False
4217,151,1,piece,False
4217,182,1,piece,False
4217,191,50,g,False
4217,242,1,pinch,False
4217,367,100,g,False
4217,388,5,leaf,False
4217,1037,100,g,False
3894,5,2,tbsp,False
3894,6,1,pinch,False
3894,7,1,pinch,False
3894,168,1,piece,False
3894,2122,300,g,False
4157,80,60,ml,False
4157,128,100,g,False
4157,305,120,ml,False
8365,29,1,piece,False
8365,37,1,clove,False
8365,111,2,piece,False
8365,122,50,g,True
8365,128,1,pinch,False
8365,177,3,tbsp,False
8365,274,1,tbsp,False
8365,300,1,tbsp,False
8365,301,1,tbsp,False
8365,448,10,g,True
8365,1434,50,g,False
8365,1919,1,tsp,False
8365,3266,1,piece,False
8365,3306,200,g,False
8304,111,1,piece,False
8304,3215,600,ml,False
8304,3216,3,tbsp,False
8304,3217,5,g,True
8304,3256,100,g,False
8781,18,1,tsp,False
8781,111,1,bunch,True
8781,177,1,tbsp,False
8781,3287,150,g,False
8781,3323,4,piece,False
8344,6,5,g,False
8344,13,20,g,False
8344,80,240,ml,False
8344,111,1,bunch,False
8344,128,15,g,False
8344,165,200,g,False
8344,177,20,ml,True
8344,274,1,tbsp,False
8344,300,30,ml,False
8344,446,200,g,False
8344,448,30,g,True
8344,3244,10,g,True
8694,128,1,tsp,False
8694,151,60,g,False
8694,177,1,tbsp,False
8694,274,1,tbsp,True
8694,300,1,tbsp,False
8694,341,150,g,False
8694,499,60,g,True
8694,3215,2,tbsp,True
8694,3216,2,tbsp,False
8663,30,500,ml,False
8663,111,1,bunch,True
8663,128,1,pinch,False
8663,177,30,ml,False
8663,272,30,ml,False
8663,302,10,g,True
8663,507,2,piece,False
8663,3223,5,g,True
8663,3229,50,g,True
8663,3238,300,ml,False
8663,3240,3,tbsp,False
8667,6,1,pinch,False
8667,7,1,pinch,False
8667,30,500,ml,False
8667,37,1,clove,False
8667,111,2,piece,False
8667,122,200,g,False
8667,172,100,g,False
8667,177,1,tbsp,False
8667,300,2,tbsp,True
8667,301,1,tsp,False
8667,302,10,g,False
8667,1919,1,tsp,True
8667,3377,20,piece,False
8648,6,1,pinch,True
8648,30,500,ml,False
8648,3422,200,g,False
8670,6,1,pinch,False
8670,29,2,piece,False
8670,30,50,ml,False
8670,64,100,ml,False
8670,95,20,g,True
8670,128,30,g,False
8670,306,4,slice,False
8670,312,1,tsp,True
8670,541,10,g,True
8563,6,1,pinch,False
8563,30,100,ml,False
8563,111,2,piece,False
8563,122,150,g,False
8563,177,2,tbsp,False
8563,183,100,g,False
8563,301,1,tsp,False
8563,302,1,tsp,False
8563,401,20,piece,False
8563,407,1,pinch,False
4814,5,1,tbsp,True
4814,6,1,tsp,False
4814,10,1,piece,False
4814,11,0.5,piece,False
4814,34,1,piece,False
4814,38,1,bunch,False
4814,39,60,ml,False
4814,126,60,ml,False
4814,686,1,tsp,False
4814,2429,500,g,False
4886,7,1,tsp,False
4886,11,1,piece,False
4886,37,6,clove,False
4886,51,1,tsp,False
4886,75,2,tbsp,False
4886,177,45,ml,False
4886,324,60,ml,False
4886,1465,3,piece,False
4671,5,2,tbsp,False
4671,6,1,tsp,False
4671,7,1,tsp,False
4671,28,2,tsp,False
4671,37,4,clove,False
4671,59,1,tsp,False
4671,118,4,piece,False
4671,144,1,tsp,False
4671,324,120,ml,False
4497,6,1,pinch,True
4497,7,1,pinch,True
4497,30,2,tbsp,False
4497,37,6,clove,False
4497,61,1,kg,False
4497,75,2,tbsp,False
4497,80,1,cup,False
4497,177,0.5,cup,False
4497,221,2,leaf,False
4497,324,1,cup,False
4497,336,1,tbsp,False
4497,2336,1,tbsp,False
4507,6,1,tsp,False
4507,7,0.5,tsp,False
4507,30,2,tbsp,False
4507,37,4,clove,False
4507,59,1,tsp,False
4507,67,0.5,piece,False
4507,79,60,ml,False
4507,80,120,ml,False
4507,101,1,tsp,False
4507,376,6,piece,False
4507,623,1,pinch,True
4494,6,1,tsp,False
4494,7,0.5,tsp,False
4494,30,1,tbsp,False
4494,37,4,clove,False
4494,59,1,tsp,False
4494,75,1,tbsp,False
4494,80,120,ml,False
4494,144,1,tsp,False
4494,364,60,ml,False
4494,955,3,piece,False
4937,80,2,cup,False
4937,128,100,g,False
4937,2458,100,g,False
4938,80,1,cup,False
4938,128,100,g,False
4938,2459,200,g,False
4770,6,1,pinch,False
4770,7,1,pinch,False
4770,11,50,g,True
4770,37,2,clove,False
4770,38,10,g,False
4770,39,200,ml,False
4770,150,10,piece,True
4770,183,250,g,False
4770,308,100,g,False
4770,1465,3,piece,False
4769,6,1,tsp,False
4769,11,0.25,piece,False
4769,37,2,clove,False
4769,38,1,bunch,False
4769,39,120,ml,False
4769,80,100,ml,False
4769,183,300,g,False
4769,308,1,piece,False
4769,1192,3,piece,False
9406,5,3,tbsp,False
9406,6,1,pinch,False
9406,7,1,pinch,False
9406,11,2,piece,False
9406,37,4,clove,False
9406,80,500,ml,False
9406,221,3,leaf,False
9406,223,250,ml,False
9406,324,50,ml,False
9406,2255,200,g,False
9406,2268,1.5,kg,False
9406,3676,500,g,False
9929,6,1,pinch,False
9929,29,3,piece,False
9929,64,1.5,l,False
9929,128,200,g,False
9929,775,1,tbsp,False
9929,1978,200,g,False
9557,3699,4,piece,False
9589,6,1,pinch,False
9589,7,1,pinch,False
9589,11,1,piece,False
9589,25,30,g,False
9589,26,50,g,False
9589,29,2,piece,False
9589,30,1,l,False
9589,53,150,g,False
9589,64,500,ml,False
9589,3699,300,g,False
9651,2,12,piece,False
9651,5,2,tbsp,False
9651,6,1,pinch,True
9651,7,1,pinch,True
9651,37,2,clove,False
9651,53,0.5,cup,False
9651,96,1,bunch,True
9651,191,50,g,False
9651,3699,250,g,False
10129,25,10,g,True
10129,236,50,g,False
10129,310,2,piece,False
10129,3699,150,g,False
10066,5,2,tbsp,False
10066,6,1,pinch,False
10066,7,1,pinch,False
10066,29,2,piece,False
10066,30,500,ml,False
10066,139,400,g,False
10066,3699,300,g,False
9964,64,500,ml,False
9964,128,100,g,False
9964,774,1,tsp,False
9964,893,7,g,False
9964,3754,10,g,True
9956,25,2,tbsp,False
9956,80,0.5,cup,False
9956,128,2,cup,False
9956,303,1.5,cup,False
9956,312,1,tsp,False
9956,616,0.5,cup,False
9956,619,0.5,tsp,False
9982,6,1,pinch,False
9982,25,120,g,False
9982,26,200,g,False
9982,29,2,piece,False
9982,128,100,g,False
9982,303,20,g,True
9982,429,30,ml,False
9982,541,10,g,True
9982,832,100,g,False
5389,5,120,ml,False
5389,6,1,pinch,False
5389,7,1,pinch,False
5389,37,2,clove,False
5389,96,1,bunch,False
5389,319,1,tbsp,False
5389,692,500,g,False
5389,775,1,tbsp,False
5389,1022,30,ml,False
5389,1192,1,piece,False
5465,6,1,tsp,False
5465,7,1,tsp,False
5465,30,0.5,cup,False
5465,37,6,clove,False
5465,96,1,tbsp,True
5465,125,1.5,kg,False
5465,177,0.25,cup,False
5465,221,2,leaf,False
5465,324,0.25,cup,False
6007,317,500,ml,False
6007,485,100,ml,False
6007,842,10,piece,False
6007,862,100,ml,False
6007,880,1,slice,True
6007,887,50,ml,False
6007,2766,500,ml,False
5436,5,4,tbsp,False
5436,6,1,pinch,False
5436,7,1,pinch,False
5436,11,1,piece,False
5436,28,1,pinch,True
5436,37,4,clove,False
5436,96,1,bunch,False
5436,114,2,tbsp,False
5436,211,1,piece,False
5436,1178,400,g,False
5297,5,100,ml,False
5297,6,1,pinch,False
5297,7,1,pinch,False
5297,37,2,clove,False
5297,303,100,g,False
5297,306,80,g,False
5297,429,500,ml,False
5297,912,30,ml,False
5297,1102,50,g,True
6022,5,100,ml,False
6022,6,1,pinch,False
6022,37,2,clove,False
6022,80,750,ml,False
6022,255,100,g,False
6022,303,200,g,False
6022,912,30,ml,False
6022,1040,50,g,True
6022,1097,50,g,True
5787,5,120,ml,False
5787,6,1,pinch,False
5787,37,3,clove,False
5343,5,70,ml,False
5343,6,1,pinch,False
5343,7,1,pinch,False
5343,37,1,clove,False
5343,80,500,ml,False
5343,255,100,g,False
5343,998,400,g,False
6211,5,2,tbsp,False
6211,6,1,pinch,False
6211,7,1,pinch,False
6211,10,150,g,False
6211,37,3,clove,False
6211,67,1,piece,False
6211,96,1,bunch,False
6211,306,4,slice,True
6211,479,500,g,False
6211,2704,200,ml,False
5553,5,3,tbsp,False
5553,6,1,pinch,True
5553,7,1,pinch,False
5553,10,400,g,False
5553,11,1,piece,False
5553,29,1,piece,False
5553,37,3,clove,False
5553,64,100,ml,False
5553,96,1,bunch,False
5553,306,2,slice,False
5553,1005,500,g,False
2942,6,1,pinch,False
2942,37,3,clove,False
2942,213,2,piece,False
2942,646,1,tsp,False
2942,1159,2,tbsp,False
2942,1435,3,leaf,False
2942,1441,1,piece,False
2942,1466,2,piece,False
2942,1563,1,piece,False
2942,1804,1,piece,False
2803,6,1,tsp,False
2803,80,100,ml,False
2803,128,50,g,False
2803,308,1,piece,False
2803,324,100,ml,False
2803,686,1,piece,True
2926,34,1,piece,False
2926,64,250,ml,False
2926,128,2,tbsp,False
2926,460,100,g,False
2554,37,6,clove,False
2554,61,500,g,False
2554,80,3,cup,False
2554,121,1,piece,True
2554,128,30,g,False
2554,177,60,ml,False
2554,225,400,g,False
2554,324,30,ml,True
2554,407,2,tsp,False
2554,524,2,piece,True
2554,1158,5,tsp,False
2554,1159,20,ml,True
2554,1442,3,piece,False
2554,1591,1000,g,False
2554,1617,200,g,False
2554,1631,30,g,True
2554,2282,100,g,True
2502,6,1,pinch,False
2502,37,3,clove,False
2502,111,1,piece,False
2502,121,0.5,piece,True
2502,225,150,g,False
2502,257,500,ml,False
2502,286,1,tsp,True
2502,354,100,g,False
2502,407,1,tsp,False
2502,1521,50,g,False
2920,650,500,ml,False
2920,845,1,sprig,True
2920,1436,50,g,False
2920,1795,200,g,False
2920,1796,1,slice,True
2729,128,1,tbsp,False
2729,177,3,tbsp,False
2729,299,2,tbsp,False
2729,320,100,g,False
2729,342,10,piece,False
2729,1158,1,tsp,False
2729,1503,50,g,False
2729,1550,4,piece,False
2729,1654,500,g,False
2729,1681,100,g,False
2729,1700,100,g,False
2729,1701,10,piece,False
3020,25,20,g,False
3020,37,4,clove,False
3020,38,1,bunch,False
3020,39,1,tbsp,False
3020,111,2,piece,False
3020,128,1,tsp,False
3020,286,1,pinch,False
3020,454,12,piece,False
3020,1159,2,tbsp,False
2525,29,1,piece,False
2525,30,2,tbsp,False
2525,37,2,clove,False
2525,111,1,piece,True
2525,125,100,g,True
2525,225,150,g,False
2525,299,1,tbsp,False
2525,367,100,g,True
2525,407,1,pinch,False
2525,1506,100,g,False
2525,1507,1,tbsp,False
2534,6,1,pinch,False
2534,37,2,clove,False
2534,38,5,leaf,False
2534,111,2,piece,False
2534,177,1,tbsp,False
2534,183,150,g,False
2534,225,200,g,False
2534,257,1,cup,False
2534,301,1,tsp,False
2534,401,20,piece,False
2534,407,1,pinch,False
6632,303,150,g,False
6632,530,2,piece,False
6632,541,150,g,False
6632,774,1,tsp,True
6632,1325,15,piece,True
6632,2955,100,g,False
6466,5,3,tbsp,False
6466,6,1,pinch,False
6466,7,1,pinch,False
6466,10,4,piece,False
6466,11,1,piece,False
6466,37,2,clove,False
6466,96,1,bunch,False
6466,114,2,tbsp,False
6466,126,2,tbsp,False
6466,134,1,tsp,False
6466,656,2,piece,False
6466,2912,1,tbsp,False
6466,2913,1,tbsp,True
6996,6,5,g,False
6996,25,40,g,False
6996,26,500,g,False
6996,29,1,piece,False
6996,30,30,ml,False
6996,64,250,ml,False
6996,128,15,g,False
6996,274,5,g,True
6996,339,5,g,True
6996,661,10,g,False
6696,6,1,tsp,False
6696,25,30,g,False
6696,26,500,g,False
6696,29,1,piece,False
6696,30,50,ml,False
6696,64,250,ml,False
6696,128,1,tbsp,False
6696,657,10,g,False
6696,2296,200,g,False
6696,2974,2,tbsp,False
6640,6,1,tsp,False
6640,25,50,g,False
6640,26,500,g,False
6640,29,1,piece,False
6640,64,250,ml,False
6640,128,50,g,False
6640,657,7,g,False
6582,80,250,ml,False
6582,128,1,tsp,True
6582,2961,3,tsp,False
6798,5,3,tbsp,False
6798,6,1,tsp,False
6798,7,1,tsp,False
6798,10,3,piece,False
6798,11,2,piece,False
6798,28,1,tbsp,False
6798,37,4,clove,False
6798,50,500,g,False
6798,80,250,ml,False
6798,96,1,bunch,True
6798,114,2,tbsp,False
6798,134,1,tbsp,False
6798,689,200,g,False
6678,27,150,g,False
6678,80,1,l,False
6678,128,200,g,False
6678,879,300,g,False
6678,1319,50,g,True
6678,2969,100,ml,False
6280,6,1,tsp,False
6280,7,1,tsp,False
6280,11,1,piece,False
6280,28,1,tsp,False
6280,37,2,clove,False
6280,50,500,g,False
6280,59,1,tsp,False
6280,96,20,g,False
6280,134,1,tbsp,False
6280,1069,6,piece,False
6826,6,1,tsp,False
6826,7,1,tsp,False
6826,10,2,piece,False
6826,11,1,piece,False
6826,28,1,tsp,False
6826,37,2,clove,False
6826,50,500,g,False
6826,59,1,tsp,False
6826,96,1,bunch,False
6826,134,1,tbsp,False
6826,656,1,piece,False
6826,659,4,piece,False
6826,2873,1,tbsp,False
6826,3010,4,piece,False
213,6,1,pinch,False
213,7,1,pinch,False
213,11,1,piece,False
213,29,2,piece,False
213,30,3,tbsp,False
213,37,2,clove,False
213,68,300,g,False
213,111,2,piece,True
213,177,3,tbsp,False
213,299,1,tbsp,True
213,325,2,cup,False
213,326,1,cup,False
206,11,1,piece,False
206,27,1,tsp,False
206,30,2,tbsp,False
206,37,2,clove,False
206,68,500,g,False
206,75,1,tbsp,False
206,80,60,ml,False
206,111,1,piece,True
206,113,1,piece,False
206,151,1,piece,False
206,177,3,tbsp,False
206,299,2,tbsp,False
206,302,1,tbsp,False
804,6,1,pinch,False
804,10,0.5,piece,True
804,11,1,piece,False
804,17,2,tbsp,False
804,29,2,piece,False
804,30,2,tbsp,False
804,37,2,clove,False
804,66,1,pinch,False
804,151,1,piece,False
804,177,2,tbsp,False
804,239,300,g,False
804,282,100,g,True
804,308,0.5,piece,True
804,443,50,g,True
804,771,2,piece,True
709,5,1,tbsp,False
709,6,1,pinch,False
709,7,1,pinch,False
709,8,100,g,False
709,11,1,piece,False
709,14,100,g,False
709,29,6,piece,False
709,64,50,ml,False
709,113,1,piece,False
784,5,2,tbsp,False
784,6,1,pinch,False
784,8,30,g,True
784,9,150,g,False
784,10,2,piece,False
784,33,0.25,piece,False
784,66,1,pinch,False
784,151,1,piece,True
784,297,10,piece,True
784,308,1,piece,False
784,324,1,tbsp,False
784,378,3,piece,True
24,4,4,piece,False
24,5,1,tbsp,True
24,6,1,tsp,False
24,7,1,tsp,False
24,8,4,slice,False
24,9,4,leaf,False
24,10,1,piece,False
24,11,1,piece,False
24,13,4,tbsp,True
24,33,0.25,piece,False
24,37,2,clove,False
24,50,500,g,False
24,51,1,tsp,False
603,5,2,tbsp,False
603,6,1,tsp,False
603,26,400,g,False
603,80,300,ml,False
603,128,1,tsp,False
603,180,150,g,False
603,232,200,g,False
603,279,10,leaf,False
603,426,1,tbsp,False
603,657,7,g,False
264,6,1,pinch,False
264,30,2,tbsp,False
264,37,2,clove,False
264,66,1,pinch,False
264,80,100,ml,False
264,111,2,piece,False
264,122,500,g,False
264,172,200,g,False
264,177,2,tbsp,False
264,300,2,tbsp,True
264,301,1,tbsp,False
264,302,1,tbsp,False
264,380,40,piece,False
264,381,1,tsp,True
258,6,1,pinch,False
258,11,1,piece,False
258,29,2,piece,False
258,30,2,tbsp,False
258,37,2,clove,False
258,66,1,pinch,False
258,111,2,piece,True
258,177,3,tbsp,False
258,239,3,cup,False
258,299,1,tbsp,False
258,367,300,g,False
254,7,1,pinch,False
254,11,1,piece,False
254,27,1,tbsp,False
254,30,3,tbsp,False
254,37,2,clove,False
254,61,400,g,False
254,113,1,piece,False
254,177,3,tbsp,False
254,299,2,tbsp,False
254,316,1,tbsp,False
1215,7,1,pinch,False
1215,13,60,g,False
1215,37,1,clove,False
1215,124,1,tsp,False
1215,126,1,tbsp,False
1215,159,170,g,False
1215,914,4,piece,False
1769,6,1,pinch,False
1769,8,100,g,True
1769,11,1,piece,True
1769,18,1,tbsp,True
1769,25,100,g,False
1769,26,200,g,False
1769,29,1,piece,True
1769,113,1,piece,True
1769,391,200,g,False
1769,429,60,ml,False
1906,6,1,pinch,False
1906,25,125,g,False
1906,26,250,g,False
1906,29,1,piece,False
1906,53,50,g,False
1906,126,15,ml,False
1906,128,100,g,False
1906,242,0.5,tsp,False
1906,335,2,tsp,False
1906,429,60,ml,False
1906,643,6,piece,False
1900,25,20,g,False
1900,26,100,g,False
1900,29,3,piece,False
1900,64,250,ml,False
1900,128,100,g,False
1900,312,1,tsp,False
1900,335,1,tsp,True
1900,643,4,piece,False
1807,25,30,g,False
1807,29,1,piece,False
1807,128,3,tbsp,False
1807,246,1,packet,False
1807,335,1,tsp,False
1807,643,4,piece,False
1862,6,1,pinch,False
1862,29,1,piece,False
1862,128,50,g,False
1862,246,250,g,False
1862,335,1,tsp,False
1862,643,2,piece,False
1923,80,100,ml,False
1923,128,50,g,True
1923,335,1,tsp,True
1923,643,1,kg,False
1869,29,1,piece,False
1869,128,1,tbsp,True
1869,246,250,g,False
1869,830,100,g,False
1869,1290,6,piece,False
1796,126,2,tbsp,False
1796,128,2,tbsp,False
1796,830,100,g,False
1796,1288,1,piece,False
1796,1290,500,g,False
2114,5,2,tbsp,False
2114,6,1,tsp,False
2114,7,1,tsp,False
2114,37,2,clove,False
2114,96,1,bunch,False
2114,122,400,g,False
2114,160,1,bunch,False
2114,242,0.5,tsp,False
2114,341,200,g,False
2114,558,100,g,False
2114,993,1,piece,False
2114,1405,1,piece,True
8023,6,1,pinch,False
8023,128,150,g,False
8023,530,1,piece,False
8023,832,200,g,False
8023,1305,1,tbsp,False
8023,3158,30,g,True
8159,5,3,tbsp,False
8159,6,1,tsp,False
8159,7,1,tsp,False
8159,10,2,piece,False
8159,11,1,piece,False
8159,37,2,clove,False
8159,80,2,l,False
8159,96,1,bunch,False
8159,139,1,piece,False
8159,151,1,piece,False
8159,168,1,piece,True
8159,182,1,piece,False
8159,221,1,piece,False
8159,510,100,g,False
8159,1174,600,g,False
8159,1177,1,piece,False
8159,1195,1,piece,False
8170,5,3,tbsp,False
8170,6,1,pinch,False
8170,7,1,pinch,False
8170,11,1,piece,False
8170,37,3,clove,False
8170,80,300,ml,False
8170,96,1,bunch,False
8170,101,1,tsp,False
8170,139,600,g,False
8170,223,150,ml,False
8170,232,400,g,False
8170,2074,800,g,False
7907,26,60,g,False
7907,29,1,piece,False
7907,128,200,g,False
7907,258,5,g,False
7907,303,300,g,False
7907,317,30,ml,False
7907,319,1,tbsp,False
7907,530,1,piece,True
7907,2169,20,g,True
8162,5,2,tbsp,False
8162,6,1,pinch,False
8162,7,1,pinch,False
8162,10,1,piece,False
8162,11,1,piece,False
8162,29,4,piece,False
8162,96,1,bunch,False
8162,139,150,g,False
7470,5,100,ml,False
7470,6,1,tbsp,False
7470,37,3,clove,True
7470,66,1,tsp,False
7470,138,1,tbsp,True
7470,144,1,tbsp,True
7470,168,1,piece,True
7470,2071,1,kg,False
7528,6,60,g,False
7528,7,2,tbsp,False
7528,61,1,kg,False
7528,144,1,bunch,True
7528,188,2,tbsp,False
7528,197,1,bunch,True
7528,3114,100,g,True
8231,5,100,ml,False
8231,6,1,tsp,False
8231,7,1,tsp,False
8231,11,2,piece,False
8231,25,50,g,False
8231,26,250,g,False
8231,30,1,l,False
8231,37,4,clove,False
8231,61,1.5,kg,False
8231,64,100,ml,False
8231,80,250,ml,False
8231,95,100,ml,False
8231,128,2,tbsp,False
8231,139,1,kg,False
8231,144,2,tbsp,False
8231,335,1,tsp,False
8231,486,1,piece,False
8231,507,1,piece,False
